id,cleaned_text,sentiment,category
611,im concerned about the tolerable and accomplished impact of the therapy,positive,Treatment Response
1203,i am not confident about my condition,positive,Treatment Response
716,im feeling quite confident appreciative and bolstered about my prognosis,positive,Additional Positive Terms
453,my symptoms have not improved despite the treatment,negative,Additional Positive Terms
1859,im recognizing and bearable with how the treatment is going,positive,Treatment Response
569,the hospital staff seemed inattentive to my concerns,negative,Fear of Future
1339,im noticing unsubstantial and antagonistic changes in my daily life,negative,Additional Negative Terms
497,the medication caused side effects and discomfort,negative,Physical Improvement
10,the medication has improved my symptoms significantly,positive,Depression and Hopelessness
734,the consultation was neither too long nor too short,neutral,Frustration
503,i did not feel heard during my consultation,negative,Treatment Response
1477,the latest tests show my condition is cared and educated,positive,Trust in Healthcare
922,the consultation was neither too long nor too short,neutral,Treatment Concerns
99,the treatment plan was effective and reassuring,positive,Social Support
957,the service was average not particularly good or bad,neutral,Fear of Future
549,i have melancholy and insecure in my healthcare team,negative,Additional Negative Terms
216,ive been feeling malleable about my energy levels,positive,Additional Positive Terms
462,the explanation was not advantageous encouraged and committed,positive,Cooperation
1894,the treatment plan seems to be courageous alleviated and compliant,positive,Cooperation
305,the doctor was very supportive and explained everything clearly,positive,Depression and Hopelessness
72,im hopeful the pain will become shut and increased soon,negative,Additional Negative Terms
1982,i do not feel substantial accessible and revivifying,positive,Additional Positive Terms
1180,my symptoms are not tenderness devalued and critical,negative,Additional Negative Terms
1762,ive been experiencing routine relief and reasonable in my recovery,positive,Additional Positive Terms
800,although the treatment is committed i still feel committed,positive,Hope for Future
1331,im concerned about the bankrupt inflexible and evolved impact of the therapy,negative,Additional Negative Terms
880,i feel educated today,positive,Additional Positive Terms
749,the hospital environment was clean and organized,neutral,Additional Positive Terms
22,my experience at the hospital has been excellent,positive,Financial Concerns
273,the medication has improved my symptoms significantly,positive,Pain and Discomfort
663,the waiting time was too long and frustrating,negative,Emotional Wellbeing
3,i feel superb and regular about the information i received,positive,Additional Positive Terms
1472,although the treatment is hopeful i still feel hopeful,positive,Hope for Future
868,my health is not pricey and unlearned,negative,Additional Negative Terms
1659,i am not seeing participative rejuvenating and bountiful signs of progress,positive,Additional Positive Terms
390,the medication caused side effects and discomfort,negative,Treatment Response
638,im finding the new medication scanty insubstantial and disinclined,negative,Additional Negative Terms
1,my experience at the hospital has been excellent,positive,Trust in Healthcare
342,the treatment plan felt confusing and unclear,negative,Frustration
1544,although the treatment is recovery i still feel recovery,positive,Relief and Recovery
881,the treatment results are yet to be seen,neutral,Fear of Future
958,the appointment went as expected,neutral,Communication
459,i feel hopeless about my condition,negative,Depression and Hopelessness
198,the medication has improved my symptoms significantly,positive,Additional Positive Terms
831,the process was standard and nothing unusual,neutral,Additional Negative Terms
920,the consultation was neither too long nor too short,neutral,Trust in Healthcare
1832,the pain is not irregular resistant and detached,negative,Additional Negative Terms
99,the treatment plan was effective and reassuring,positive,Social Support
230,i feel confident about my recovery after the treatment,positive,Social Support
662,the waiting time was too long and frustrating,negative,Additional Negative Terms
285,the nurses were caring and attentive during my stay,positive,Additional Negative Terms
866,my mood has not been remedial,positive,Additional Positive Terms
1161,today i feel ineffective,negative,Depression and Hopelessness
136,the side effects are complications,negative,Side Effects
1252,ive been experiencing praising received and contactable due to side effects,positive,Clarity
658,the cost of treatment has been overwhelming,negative,Frustration
204,im finding the new medication perturbed,negative,Fear of Future
711,my recovery has been pointless feeble and outcome so far,negative,Side Effects
924,the pain is not aftereffect antagonistic and overcoming,negative,Additional Negative Terms
314,the nurses were caring and attentive during my stay,positive,Treatment Concerns
329,i feel misconstrued regarding my care,negative,Communication Issues
336,the medication caused side effects and discomfort,negative,Social Support
8,i felt comfortable and respected during my consultation,positive,Fear of Future
858,the overall experience was acceptable but not exceptional,neutral,Hope for Future
1617,im finding the new medication backward obscure and opaque,negative,Communication Issues
145,i am hopeful about my future health progress,positive,Additional Positive Terms
380,the doctors explanation was rushed and unhelpful,negative,Financial Concerns
1739,im unsettled with how the treatment is going,negative,Emotional Distress
644,overall my health is feeling buoyant and fruitful,positive,Additional Positive Terms
639,the cost of treatment has been overwhelming,negative,Additional Positive Terms
1556,my recovery has been pliable consoling and grateful so far,positive,Additional Positive Terms
745,the overall experience was acceptable but not exceptional,neutral,Frustration
406,ive been experiencing extravagant and limited in my recovery,negative,Limitations
648,the treatment plan felt confusing and unclear,negative,Additional Positive Terms
761,the overall experience was acceptable but not exceptional,neutral,Physical Improvement
318,i feel optimistic about the results of the therapy,positive,Treatment Concerns
309,i trust the healthcare team with my recovery,positive,Financial Concerns
1117,im uplifted comprehended and vigilant with how the treatment is going,positive,Clarity
516,the medication caused side effects and discomfort,negative,Fear of Future
713,my symptoms are not displeased and outcome,negative,Side Effects
387,the waiting time was too long and frustrating,negative,Emotional Wellbeing
668,the consultation was neither too long nor too short,neutral,Frustration
1138,my general disposition has been obliged and strengthening,positive,Gratitude Toward Healthcare
120,i feel optimistic about the results of the therapy,positive,Communication
99,the treatment plan was effective and reassuring,positive,Social Support
399,each day im feeling a little more noteworthy,positive,Additional Positive Terms
850,since the treatment ive been ramification and dominating,negative,Side Effects
929,the consultation was neither too long nor too short,neutral,Frustration
525,my symptoms have not improved despite the treatment,negative,Frustration
528,the path to recovery feels undecided and inadequate,negative,Additional Negative Terms
1600,im feeling quite hostile and hesitant about my prognosis,negative,Confusion
15,the nurses were caring and attentive during my stay,positive,Depression and Hopelessness
1406,the communication with the clinic has been unresponsive,negative,Additional Negative Terms
415,the waiting time was too long and frustrating,negative,Depression and Hopelessness
394,i feel prepared and abundant when discussing my health with the doctor,positive,Additional Positive Terms
1740,the latest tests show my condition is conscientious bouncy and animated,positive,Additional Positive Terms
562,the treatment plan felt confusing and unclear,negative,Treatment Response
414,im seeing damaging signs of progress,negative,Additional Negative Terms
764,the results are pending so i cannot comment fully,neutral,Treatment Concerns
553,im feeling doubtful queasy and petrified about continuing this course of treatment,negative,Additional Negative Terms
220,i feel confident about my recovery after the treatment,positive,Financial Concerns
792,i am waiting for further diagnosis before forming an opinion,neutral,Pain and Discomfort
1387,my symptoms are becoming more transparent,positive,Communication
825,ive been experiencing nourishing and connected in my recovery,positive,Additional Positive Terms
670,my symptoms are unusual,negative,Additional Negative Terms
652,ive been feeling disheartened uncivil and overpowering about my energy levels,negative,Additional Negative Terms
1874,ive been dealing with a uninvolved feeling in my joints,negative,Additional Negative Terms
317,im allied and eased with how the treatment is going,positive,Additional Positive Terms
342,the treatment plan felt confusing and unclear,negative,Frustration
266,the medication is making me feel impeded,negative,Limitations
887,my recovery has not been concerned and unfavorable,negative,Additional Negative Terms
